run,env,epoch,fold,in_development,in_heldout,in_heldout_dataset,in_heldout_method,in_calibration_fit,sr_development,sr_heldout,sr_heldout_method,method,vis,veracity,influence,sobriety,m_emp,probe_r2,straightness,d_tol_grade,sigma_roll,tr_sigma_z,sr_heldout_dataset,in_cube_reference
visreg_ogb_lambd4p5_102702,cube,4,unsplit,0,0,0,0,0,72.0,75.0,nan,,0.5876704464228941,0.8357979682458939,1.0,0.703125,199.71822710352842,0.9652623458651313,0.10048293860896398,5.875028410463546,2.111683162992759,177.27643642601987,nan,1
visreg_ogb_lambd4p5_102702,cube,5,unsplit,0,0,0,0,0,72.0,nan,nan,,0.7715820308479086,0.8978409086230209,1.0,0.859375,222.63059494612713,0.9710692030243723,0.10283691003880321,5.8195205509446986,1.7802412187182077,176.93342796365587,nan,1
visreg_ogb_lambd4p5_102702,cube,6,unsplit,0,0,0,0,0,72.0,nan,nan,,0.6951743160488427,0.9268990880651237,1.0,0.75,231.67445113452123,0.9756069047123671,0.12290579447950603,6.092291281234169,1.6996682285993585,177.00524121136306,nan,1
visreg_ogb_lambd4p5_102702,cube,7,unsplit,0,0,0,0,0,72.0,nan,nan,,0.7105972784917354,0.9474630379889805,1.0,0.75,241.04922055449563,0.9790058014159774,0.13661376625949243,6.145786691812553,1.5850216231026377,177.5344101542795,nan,1
visreg_ogb_lambd4p5_102702,cube,8,unsplit,0,0,0,0,0,70.0,nan,nan,,0.8469945122682727,0.9679937283065974,1.0,0.875,249.413654930531,0.9804650389079942,0.14893521076485558,6.417785566907055,1.496453140886047,177.61881866252324,nan,1
visreg_ogb_lambd4p5_102702,cube,9,unsplit,0,0,0,0,0,70.0,nan,nan,,0.8559895310037404,0.9782737497185605,1.0,0.875,254.85272097559016,0.9812265030958134,0.15615983509390852,6.581336132050987,1.4337673489613039,177.68343120302697,nan,1
visreg_ogb_lambd4p5_102702,cube,10,unsplit,0,0,0,0,0,68.0,nan,nan,,0.8420556383914874,0.9798465610373672,1.0,0.859375,256.0012627456147,0.9811953290673511,0.15569254705211788,6.599283220728762,1.4201297830651591,177.72010627070728,nan,1
visreg_ogb_lambd4p5_lr1e-4_103030,cube,1,unsplit,0,0,0,0,0,80.0,nan,nan,,0.16655783641907168,0.5610369226747678,1.0,0.296875,125.07014186486836,0.9350000161944588,0.08996382489958756,5.7673942100422595,3.7259696701399925,176.97198853610308,nan,1
visreg_ogb_lambd4p5_lr1e-4_103030,cube,2,unsplit,0,0,0,0,0,76.0,nan,nan,,0.5147254699759526,0.7843435732966896,1.0,0.65625,190.15067166689948,0.9654748699903463,0.10238221334469429,5.5123423761396415,2.226020310129199,174.3525223763932,nan,1
visreg_ogb_lambd4p5_lr1e-4_103030,cube,3,unsplit,0,0,0,0,0,76.0,nan,nan,,0.5197888826483846,0.8529868843460672,1.0,0.609375,202.04327124171067,0.9774805675339566,0.1319752779325849,6.292434557345338,2.169561374954501,178.84659317637767,nan,1
visreg_ogb_lambd4p5_lr1e-4_103030,cube,4,unsplit,0,0,0,0,0,74.0,nan,nan,,0.6410593918817843,0.9324500245553227,1.0,0.6875,222.18510548038424,0.9840210055647919,0.18393702253824684,7.149907987003538,1.9556671312432612,177.82997635480058,nan,1
visreg_ogb_lambd4p5_lr1e-4_103030,cube,5,unsplit,0,0,0,0,0,74.0,nan,nan,,0.6849695197600834,0.9741788725476741,1.0,0.703125,247.6594275741062,0.9863189468447006,0.22022017296271626,7.378641663792681,1.6552267786325063,178.40816464374052,nan,1
visreg_ogb_lambd4p5_lr1e-4_103030,cube,6,unsplit,0,0,0,0,0,74.0,nan,nan,,0.7360881851351249,0.9814509135134999,1.0,0.75,249.91099876163872,0.9875435275726798,0.24417380910661918,7.854948495410654,1.6680919393601628,178.91235019950327,nan,1
visreg_ogb_lambd4p5_lr1e-4_103030,cube,7,unsplit,0,0,0,0,0,74.0,nan,nan,,0.7873337618183387,0.988026681497523,1.0,0.796875,266.70686822469776,0.9882513644153778,0.2553997377466699,7.591755985901172,1.51053885953593,178.07138279469103,nan,1
visreg_ogb_lambd4p5_lr1e-4_103030,cube,8,unsplit,0,0,0,0,0,72.0,nan,nan,,0.8862641211513229,0.9951035746260468,1.0,0.890625,278.0949829204428,0.9882764323879973,0.27268508459268537,7.890165236759402,1.4020629527192996,178.85244144278658,nan,1
visreg_ogb_lambd4p5_lr1e-4_103030,cube,9,unsplit,0,0,0,0,0,70.0,nan,nan,,0.7947397595388865,0.9973204825586027,1.0,0.796875,284.0956267005053,0.9883831862562055,0.27677712065086746,8.10483187177,1.3497724128915716,178.93235890205528,nan,1
visreg_ogb_lambd4p5_lr1e-4_103030,cube,10,unsplit,0,0,0,0,0,70.0,73.0,nan,,0.8261347986369567,0.9975967379767025,1.0,0.828125,285.6217939485236,0.9883616483954788,0.2773107734288215,8.091318057366188,1.3328859258767232,178.9653372027778,nan,1
visreg_ogb_lambd4p5_lr1e-4_seed403_151589,cube,1,unsplit,0,0,0,0,0,70.0,nan,nan,,0.24576938881604493,0.629169635369075,1.0,0.390625,131.50345255918944,0.9279400477099751,0.06649787774613491,5.6741960808513205,3.1702286961816974,172.68998056917465,nan,1
