run,env,epoch,fold,in_development,in_heldout,in_heldout_dataset,in_heldout_method,in_calibration_fit,sr_development,sr_heldout,sr_heldout_method,method,vis,veracity,influence,sobriety,m_emp,probe_r2,straightness,d_tol_grade,sigma_roll,tr_sigma_z,sr_heldout_dataset,in_cube_reference
visreg_ogb_lambd4p5_lr1e-4_seed403_151589,cube,2,unsplit,0,0,0,0,0,72.0,nan,nan,,0.6114587633687087,0.8152783511582784,1.0,0.75,183.8576659408277,0.9639922657278092,0.09265994104518636,5.9623583551673836,2.2476455129427504,171.87301709813784,nan,1
visreg_ogb_lambd4p5_lr1e-4_seed403_151589,cube,3,unsplit,0,0,0,0,0,74.0,nan,nan,,0.6554024899814102,0.8738699866418802,1.0,0.75,208.66010075643447,0.9738722757265194,0.10311127342622459,6.221490421510727,2.0337749528714433,178.1381324739669,nan,1
visreg_ogb_lambd4p5_lr1e-4_seed403_151589,cube,4,unsplit,0,0,0,0,0,76.0,77.0,nan,,0.652682269923284,0.9493560289793223,1.0,0.6875,229.44454434302722,0.981441329754734,0.1542718040625065,7.028820013463308,1.7981265059604798,177.5058528829253,nan,1
visreg_ogb_lambd4p5_lr1e-4_seed403_151589,cube,5,unsplit,0,0,0,0,0,76.0,75.0,nan,,0.6943697818046315,0.9660796964238352,1.0,0.71875,230.5483610236113,0.985190607622806,0.20439164360043172,7.912898570781941,1.865354107113065,177.7789020887554,nan,1
visreg_ogb_lambd4p5_lr1e-4_seed403_151589,cube,6,unsplit,0,0,0,0,0,70.28571428571429,nan,nan,,0.7436988780849434,0.9915985041132578,1.0,0.75,256.3118079485322,0.9858255829724017,0.23266610357970374,8.177549406673636,1.5514264128956778,178.4092309243637,nan,1
visreg_ogb_lambd4p5_lr1e-4_seed403_151589,cube,7,unsplit,0,0,0,0,0,74.0,nan,nan,,0.7928693613663123,0.9949733162243919,1.0,0.796875,268.8999944063582,0.9863452249343779,0.24235303817519682,8.142776302341087,1.451310337179702,178.87154254741344,nan,1
visreg_ogb_lambd4p5_lr1e-4_seed403_151589,cube,8,unsplit,0,0,0,0,0,74.0,nan,nan,,0.7630772869525684,0.9966723747951913,1.0,0.765625,277.767549297746,0.9864108687463662,0.2457829163065533,8.08725717313612,1.3773837910644884,178.38518999207628,nan,1
visreg_ogb_lambd4p5_lr1e-4_seed403_151589,cube,9,unsplit,0,0,0,0,0,74.0,nan,nan,,0.733187883371523,0.9983835007612227,1.0,0.734375,285.3830332953049,0.9863485837900513,0.25380507601905156,8.302903948232512,1.3167035849389148,179.02228168127883,nan,1
visreg_ogb_lambd4p5_lr1e-4_seed403_151589,cube,10,unsplit,0,0,0,0,0,74.0,nan,nan,,0.795805515148282,0.99865790136255,1.0,0.796875,287.48901126833437,0.9864131367851665,0.2550444117260248,8.303148283058775,1.2946068515372495,178.61596929637665,nan,1
visreg_ogb_lambd4p5_lr1e-4_seed46_151591,cube,1,unsplit,0,0,0,0,0,74.0,nan,nan,,0.22538515551728097,0.6271586936133036,1.0,0.359375,127.45738178953138,0.937311807982463,0.12827768843143986,5.968701623612412,3.348824134050219,173.27469640501957,nan,1
visreg_ogb_lambd4p5_lr1e-4_seed46_151591,cube,2,unsplit,0,0,0,0,0,74.0,nan,nan,,0.43235698771202286,0.768634644821374,1.0,0.5625,176.1890145876548,0.9651774266790013,0.13339138962639985,5.787010475160759,2.41760227359384,172.28370684477582,nan,1
visreg_ogb_lambd4p5_lr1e-4_seed46_151591,cube,3,unsplit,0,0,0,0,0,74.0,nan,nan,,0.5786709286103823,0.8417031688878288,1.0,0.6875,199.71400310020755,0.9787840121636074,0.14915292866621574,6.050735771576992,2.144399426953398,176.76798253604926,nan,1
visreg_ogb_lambd4p5_lr1e-4_seed46_151591,cube,4,unsplit,0,0,0,0,0,74.0,nan,nan,,0.5609016472206484,0.9204539851826025,1.0,0.609375,213.52901774456876,0.9841414600311685,0.2046771006981522,6.989366497472816,1.993173354512617,176.71826451197353,nan,1
visreg_ogb_lambd4p5_lr1e-4_seed46_151591,cube,5,unsplit,0,0,0,0,0,72.0,nan,nan,,0.5914509298588687,0.94632148777419,1.0,0.625,231.38664635857018,0.9871284511859209,0.2353871567567733,7.046005553695539,1.8259370084037152,178.2315551970164,nan,1
visreg_ogb_lambd4p5_lr1e-4_seed46_151591,cube,6,unsplit,0,0,0,0,0,74.0,nan,nan,,0.6160609440315676,0.9856975104505082,1.0,0.625,251.82209073116945,0.9879560635859624,0.26696571914142936,7.807402078110207,1.5936237676358795,178.11571787608338,nan,1
visreg_ogb_lambd4p5_lr1e-4_seed46_151591,cube,7,unsplit,0,0,0,0,0,76.0,nan,nan,,0.7570859233619813,0.9888469203095266,1.0,0.765625,260.80719804925883,0.9882738792572975,0.27725548209003686,7.711795010655247,1.5193465948950469,178.66138493588142,nan,1
visreg_ogb_lambd4p5_lr1e-4_seed46_151591,cube,8,unsplit,0,0,0,0,0,70.85714285714286,74.0,nan,,0.6815720724731572,0.9913775599609559,1.0,0.6875,270.48975484474164,0.9885642883265708,0.28157850780654525,7.558100132973773,1.4387217172366071,178.6191847491416,nan,1
visreg_ogb_lambd4p5_lr1e-4_seed46_151591,cube,9,unsplit,0,0,0,0,0,72.0,nan,nan,,0.7167138798234645,0.9971671371456896,1.0,0.71875,281.72424264818494,0.9883241401237792,0.29138551050535066,7.93634458055142,1.3292306084610048,179.0055631630678,nan,1
visreg_ogb_lambd4p5_lr1e-4_seed46_151591,cube,10,unsplit,0,0,0,0,0,74.0,nan,nan,,0.8101764744852825,0.9971402762895785,1.0,0.8125,282.9545537947119,0.9883000805721324,0.29304216534536126,7.874601183533188,1.320166405311381,178.6572334605782,nan,1
visreg_ogb_lambd4p5_lr1e-4_seed729_150690,cube,1,unsplit,0,0,0,0,0,74.0,nan,nan,,0.17080463519853464,0.5753419290898009,1.0,0.296875,126.68936401214074,0.9287166883247474,0.086980573554373,5.852846897663515,3.6655156776565483,171.32998167857446,nan,1
visreg_ogb_lambd4p5_lr1e-4_seed729_150690,cube,2,unsplit,0,0,0,0,0,76.0,nan,nan,,0.45303861322548294,0.7836343580116462,1.0,0.578125,181.0177564069097,0.9615726059346649,0.11862791419102019,5.957744957583325,2.4096035790652963,172.46609178254343,nan,1
visreg_ogb_lambd4p5_lr1e-4_seed729_150690,cube,3,unsplit,0,0,0,0,0,76.0,nan,nan,,0.41455080397949917,0.855846821118966,1.0,0.484375,198.2692032397829,0.9766377446665905,0.14449032010011895,6.453288954186514,2.2092764592659297,175.92645283762124,nan,1
visreg_ogb_lambd4p5_lr1e-4_seed729_150690,cube,4,unsplit,0,0,0,0,0,71.14285714285714,nan,nan,,0.5343591957675644,0.8999733823453717,1.0,0.59375,207.24880700990545,0.9833939747073206,0.20032400605614667,6.930632422806738,2.1069279405307926,176.45546469274151,nan,1
visreg_ogb_lambd4p5_lr1e-4_seed729_150690,cube,5,unsplit,0,0,0,0,0,74.0,nan,nan,,0.5901718838205522,0.9684871939619317,1.0,0.609375,231.97965382649247,0.985125408104157,0.2405546375966583,7.695096234093055,1.789110860119057,178.17161691152438,nan,1
visreg_ogb_lambd4p5_lr1e-4_seed729_150690,cube,6,unsplit,0,0,0,0,0,74.0,nan,nan,,0.7830524806456792,0.9826540933592838,1.0,0.796875,246.03318310721258,0.9861402305072916,0.2655397897663217,7.896723169621487,1.6594687768230232,178.02431831424116,nan,1
visreg_ogb_lambd4p5_lr1e-4_seed729_150690,cube,7,unsplit,0,0,0,0,0,74.0,73.0,nan,,0.7442381714543109,0.9923175619390812,1.0,0.75,261.0171839510652,0.9868386332476442,0.27503843120015886,8.107095904528375,1.5206221315118245,178.52308171939467,nan,1
visreg_ogb_lambd4p5_lr1e-4_seed729_150690,cube,8,unsplit,0,0,0,0,0,74.0,nan,nan,,0.7301983180410673,0.994312603289964,1.0,0.734375,266.81476153272047,0.9873069720298502,0.28802327170083547,8.187077105319833,1.4803342383777303,178.76496019744852,nan,1
visreg_ogb_lambd4p5_lr1e-4_seed729_150690,cube,9,unsplit,0,0,0,0,0,74.0,73.0,nan,,0.778815873009481,0.9968843174521357,1.0,0.78125,279.365097729279,0.9874525080159212,0.2888659858446543,8.059124256833615,1.3631401457641472,178.6039155057676,nan,1
visreg_ogb_lambd4p5_lr1e-4_seed729_150690,cube,10,unsplit,0,0,0,0,0,72.0,nan,nan,,0.7633270619835496,0.9969986115703505,1.0,0.765625,279.4889868534576,0.9873802318033736,0.28995146750659034,8.05311926002311,1.3568423907976241,178.82884225184222,nan,1
dinocls_reacher_s0,dmc,1,heldout-method,0,0,0,1,0,nan,nan,71.77777777777777,DINO-CLS-WM (ours),0.21750268416326696,0.4490377995628737,1.0,0.484375,156.2247451818932,0.24653964385289162,-0.33015245006945076,4.716196496440616,3.9544247338005327,124.10094803962735,nan,0
ext_intact_full_reacher_s0,dmc,0,heldout-method,0,0,0,1,0,nan,nan,79.77777777777777,INTACT,0.040649205678315314,0.15303230373012824,1.0,0.265625,84.93700787603518,0.5590012205484931,nan,3.28764301746271,8.517701744522892,432.8791494228352,nan,0
ext_intact_full_reacher_s3072,dmc,0,heldout-method,0,0,0,1,0,nan,nan,82.44444444444444,INTACT,0.04039761006567876,0.15208512024726123,1.0,0.265625,86.00137426554396,0.5599427180153564,nan,3.3192740272803976,8.653878354205883,436.11808806649464,nan,0
ext_intact_full_reacher_s42,dmc,0,heldout-method,0,0,0,1,0,nan,nan,80.22222222222223,INTACT,0.04049930719914016,0.15246798004382178,1.0,0.265625,97.23663304290068,0.5570698625664846,nan,3.0452192480112092,7.919190734644734,386.1904894387858,nan,0
ext_qantara_reacher_s11,dmc,0,heldout-method,0,0,0,1,0,nan,nan,80.88888888888889,Qantara,0.14488843800830437,0.618190668835432,1.0,0.234375,120.01969691281269,0.5699935988228946,0.08598613153166904,1.1847711905917244,0.6773469877345755,178.86211085705574,nan,0
ext_qantara_reacher_s22,dmc,0,heldout-method,0,0,0,1,0,nan,nan,80.66666666666667,Qantara,0.128525322126664,0.5875443297218926,1.0,0.21875,116.0626999281855,0.5685678714709055,0.08394951340062635,1.189474497593396,0.7256611496405054,179.25912516032315,nan,0
ext_qantara_reacher_s33,dmc,0,heldout-method,0,0,0,1,0,nan,nan,80.44444444444444,Qantara,0.19239934689690902,0.6480820106001146,1.0,0.296875,123.43084891870899,0.5705995849693499,0.08576449952882663,1.1827225247008502,0.6352743059099961,177.83040006262758,nan,0
ext_rcaux_reacher,dmc,0,heldout-method,0,0,0,1,0,nan,nan,82.0,RC-aux,0.06998711030805801,0.2986116706477142,1.0,0.234375,176.83838371555836,0.5554511206317885,-0.05175508844113474,1.939069042615194,2.528470467390215,188.44153842043897,nan,0
sigreg_dmc_lambd0p09_103709,dmc,1,heldout,0,0,0,0,1,36.0,nan,nan,,0.0034183790612004614,0.056819511396358234,0.4278191192902477,0.140625,35.08116778180031,0.42037181710114846,0.0376438098924728,1.7989359788982564,12.620039443231194,237.429244460477,nan,0
sigreg_dmc_lambd0p09_103709,dmc,2,heldout,0,0,0,0,1,72.0,nan,nan,,0.011875212135041004,0.11608753741488076,0.935271524485676,0.109375,76.69226500782543,0.43997926828751094,0.00021855226964390982,1.8393679181684066,6.298717404058651,195.3117069279693,nan,0
sigreg_dmc_lambd0p09_103709,dmc,3,heldout,0,1,0,0,1,50.0,58.0,nan,,0.03636285448533421,0.15514817913742596,1.0,0.234375,96.94520417331,0.46087192748099237,-0.011169465094938692,1.8984642634221167,4.850661710596951,193.02261018952726,nan,0
sigreg_dmc_lambd0p09_103709,dmc,4,heldout,0,1,0,0,1,68.0,79.33333333333333,nan,,0.0537812608319412,0.22946671288294912,1.0,0.234375,130.7830249020054,0.5296107867071178,-0.01973397716687891,1.9405242105551892,3.3264904687153,191.04154859684712,nan,0
sigreg_dmc_lambd0p09_103709,dmc,5,heldout,0,0,0,0,1,72.0,nan,nan,,0.044020051168334906,0.20123451962667385,1.0,0.21875,125.67411743816113,0.5577578508782621,-0.024201945309696854,1.9462343425244655,3.8169671187708634,193.40989356822197,nan,0
sigreg_dmc_lambd0p09_103709,dmc,6,heldout,0,1,0,0,1,60.0,65.33333333333333,nan,,0.024349205080065425,0.1558349125124187,1.0,0.15625,111.02318423269243,0.559633329199102,-0.027621735787146853,1.9596935195461134,4.984755424689931,196.79311253187745,nan,0
sigreg_dmc_lambd0p09_103709,dmc,7,heldout,0,0,0,0,1,68.0,nan,nan,,0.05985878469667932,0.29468940158365203,1.0,0.203125,163.62408576421083,0.5575737003961786,-0.03502975367675807,1.9706285471906837,2.605538067080086,192.28030279802152,nan,0
sigreg_dmc_lambd0p09_103709,dmc,8,heldout,0,1,0,0,1,76.0,82.66666666666667,nan,,0.14010599707190735,0.5274578713295336,1.0,0.265625,210.47267705774672,0.5553434457957123,-0.038050360887732816,1.949028282596407,1.3566026412521524,189.12658053731786,nan,0
sigreg_dmc_lambd0p09_103709,dmc,9,heldout,0,1,0,0,1,84.0,82.0,nan,,0.16709820601601605,0.5941269547236127,1.0,0.28125,223.7770829326206,0.5540853564474131,-0.03879284853713651,1.942633087415575,1.1686022363195538,188.62135683213484,nan,0
sigreg_dmc_lambd0p09_103709,dmc,10,heldout,0,1,0,0,1,76.0,82.0,nan,,0.1396465651397212,0.6383842977815827,1.0,0.21875,231.0431994619859,0.5537270865528657,-0.03879503954220997,1.948854297787237,1.068110346577167,188.52542381573696,nan,0
sigreg_dmc_lambd0p09_seed100_104652,dmc,1,heldout,0,1,0,0,1,60.0,54.666666666666664,nan,,0.0008197765785492273,0.05583491997700735,0.46982874739281233,0.03125,38.52595728621061,0.47570884407930514,0.022174841909875787,1.7680312887358296,12.622320183811635,211.20614406428922,nan,0
sigreg_dmc_lambd0p09_seed100_104652,dmc,2,heldout,0,0,0,0,1,72.0,nan,nan,,0.011162222327732455,0.11906370482914619,1.0,0.09375,85.17895028180253,0.4353312623726241,-0.0020764513424704092,1.7536648787665134,5.85404184471823,174.9127934299292,nan,0
sigreg_dmc_lambd0p09_seed100_104652,dmc,3,heldout,0,0,0,0,1,78.0,nan,nan,,0.026560137254426762,0.16998487842833127,1.0,0.15625,107.18241396337089,0.46855849900750196,-0.015110303235876121,1.9206457764096294,4.473230683183301,192.26989486835507,nan,0
sigreg_dmc_lambd0p09_seed100_104652,dmc,4,heldout,0,1,0,0,1,66.0,77.33333333333333,nan,,0.04405507998680235,0.18796834127702336,1.0,0.234375,115.625455144306,0.5276345278001262,-0.02118289931573732,1.9346371164320695,4.067681432044549,193.74062899640046,nan,0
sigreg_dmc_lambd0p09_seed100_104652,dmc,5,heldout,0,0,0,0,1,78.0,nan,nan,,0.04055109261975464,0.2595269927664297,1.0,0.15625,144.31894440438552,0.5606413539361226,-0.02652689661567772,1.9486104708359464,2.9415028297488988,189.56136715410742,nan,0
sigreg_dmc_lambd0p09_seed100_104652,dmc,6,heldout,0,0,0,0,1,74.0,nan,nan,,0.051820802252861675,0.3015028494711952,1.0,0.171875,159.79248683128378,0.5651928702954788,-0.03253270090518572,1.9613888019146766,2.5318046336480036,190.62592022748726,nan,0
sigreg_dmc_lambd0p09_seed100_104652,dmc,7,heldout,0,0,0,0,1,64.0,nan,nan,,0.03457966356862141,0.3161569240559672,1.0,0.109375,172.30196250684617,0.5619661064382094,-0.035880447712137234,1.9308592968585265,2.370755056016746,186.99601379266085,nan,0
sigreg_dmc_lambd0p09_seed100_104652,dmc,8,heldout,0,0,0,0,1,68.0,nan,nan,,0.09259907899392401,0.4233100754007955,1.0,0.21875,193.9310407461522,0.5567335580903263,-0.03898913331482398,1.9466502149660279,1.7436033780568714,187.44851675253557,nan,0
sigreg_dmc_lambd0p09_seed100_104652,dmc,9,heldout,0,1,0,0,1,80.0,84.66666666666667,nan,,0.15783515119871921,0.6313406047948769,1.0,0.25,230.5085983110858,0.5551937775443465,-0.04015735143511429,1.9550393745284826,1.0873564351224063,190.1227292564589,nan,0
sigreg_dmc_lambd0p09_seed100_104652,dmc,10,heldout,0,0,0,0,1,76.0,nan,nan,,0.14402290399234058,0.6583904182506998,1.0,0.21875,234.05628266678286,0.5543782042409613,-0.04018535561773273,1.9473529013886688,1.023855889007685,187.870927023915,nan,0
sigreg_dmc_lambd0p09_seed1_104646,dmc,1,heldout,0,0,0,0,1,30.0,nan,nan,,0.0010919175998564644,0.054079987161024,0.43073682804162416,0.046875,35.32041989941318,0.4112919378539975,0.027168700757545374,1.7017240115872896,12.543816100809549,207.59719923962538,nan,0
sigreg_dmc_lambd0p09_seed1_104646,dmc,2,heldout,0,0,0,0,1,50.0,nan,nan,,0.0017357043726739664,0.05657412362804759,0.49088290161361653,0.0625,40.252397932316555,0.453636657916929,0.030666859151613362,1.7786683998297863,12.532070394755985,218.78019488061045,nan,0
sigreg_dmc_lambd0p09_seed1_104646,dmc,3,heldout,0,0,0,0,1,76.0,nan,nan,,0.014023048715517437,0.14957918629885267,1.0,0.09375,98.8960195837675,0.4839028284197726,-0.009745776614025236,1.8921404117403762,5.016770357327709,197.19296391793088,nan,0
sigreg_dmc_lambd0p09_seed1_104646,dmc,4,heldout,0,1,0,0,1,66.0,62.666666666666664,nan,,0.022759722225837737,0.13242020204123775,1.0,0.171875,97.9425671992597,0.5400930577138126,-0.01551305436974528,1.9452373972812422,5.833375350794914,206.7217403017479,nan,0
sigreg_dmc_lambd0p09_seed1_104646,dmc,5,heldout,0,0,0,0,1,70.0,nan,nan,,0.030682714040261322,0.2181881887307472,1.0,0.140625,132.28212835019198,0.558446515556404,-0.024998182280971018,1.9489707565860077,3.518522235570058,197.24955314679642,nan,0
sigreg_dmc_lambd0p09_seed1_104646,dmc,6,heldout,0,1,0,0,1,70.0,84.0,nan,,0.039096448521125204,0.278019189483557,1.0,0.140625,156.2138569009652,0.5567295567841856,-0.03120109598039999,1.963972621779947,2.759840251617702,192.48415978125428,nan,0
sigreg_dmc_lambd0p09_seed1_104646,dmc,7,heldout,0,0,0,0,1,76.0,nan,nan,,0.07243839442479379,0.42145974938061836,1.0,0.171875,193.6829802853521,0.5541749414276236,-0.0363922542726041,1.947770326292157,1.753111106829991,192.6865543897617,nan,0
sigreg_dmc_lambd0p09_seed1_104646,dmc,8,heldout,0,1,0,0,1,82.0,84.66666666666667,nan,,0.15762589361541154,0.5934151289050787,1.0,0.265625,227.04766542844112,0.5529279593986831,-0.03921701550296644,1.9491129844778183,1.1742797709784198,190.9492532780568,nan,0
sigreg_dmc_lambd0p09_seed1_104646,dmc,9,heldout,0,1,0,0,1,80.0,86.66666666666667,nan,,0.09847912411693857,0.6302663943484068,1.0,0.15625,231.88108055378243,0.5522370373680652,-0.03962255582185915,1.9428750713509837,1.083018224759721,188.13649739493198,nan,0
sigreg_dmc_lambd0p09_seed1_104646,dmc,10,heldout,0,1,0,0,1,72.0,82.66666666666667,nan,,0.14652134796326893,0.6698118764035151,1.0,0.21875,239.1389009857185,0.5519267685459369,-0.03985009836874429,1.94471231116881,0.9985839413029401,188.8758849076408,nan,0
sigreg_dmc_lambd0p09_seed42_104648,dmc,1,heldout,0,0,0,0,1,40.0,nan,nan,,0.0,0.054227363252494123,0.48768637105282486,0.0,39.99028242633164,0.4325240965392452,0.020596640045281892,1.6284778959184185,11.971227723221277,173.1468232606243,nan,0
sigreg_dmc_lambd0p09_seed42_104648,dmc,2,heldout,0,1,0,0,1,44.0,42.666666666666664,nan,,0.0,0.05349653511376831,0.5257150133867394,0.0,43.10863109771263,0.44201163360745727,0.0223223811902293,1.7009970524735527,12.675415130209513,190.74944288142464,nan,0
sigreg_dmc_lambd0p09_seed42_104648,dmc,3,heldout,0,0,0,0,1,74.0,nan,nan,,0.007991809519886194,0.08452625158401256,0.8644411811000666,0.109375,70.88417685020546,0.45275789504220415,0.00029185444135175405,1.809285304639094,8.523358055999378,190.4897180401989,nan,0
sigreg_dmc_lambd0p09_seed42_104648,dmc,4,heldout,0,1,0,0,1,66.0,64.66666666666667,nan,,0.025748365176492566,0.13732461427462703,1.0,0.1875,94.20447129959182,0.5393538039218463,-0.017830305196165554,1.9412589195832144,5.611563574452754,204.89940514071588,nan,0
sigreg_dmc_lambd0p09_seed42_104648,dmc,5,heldout,0,0,0,0,1,76.0,nan,nan,,0.030639832674513638,0.19609492911688728,1.0,0.15625,123.8475072815803,0.5645233211340626,-0.02351558434943474,1.9272932596735486,3.881033164605457,192.3496840891647,nan,0
sigreg_dmc_lambd0p09_seed42_104648,dmc,6,heldout,0,1,0,0,1,62.0,74.66666666666667,nan,,0.05987581305168548,0.23950325220674193,1.0,0.25,144.49498541179221,0.5620044692007049,-0.03135050509085491,1.979745898268899,3.247310658963332,195.26870752842834,nan,0
sigreg_dmc_lambd0p09_seed42_104648,dmc,7,heldout,0,1,0,0,1,78.0,81.33333333333333,nan,,0.08483379165389855,0.3193742744617357,1.0,0.265625,171.02082219496978,0.559406186535113,-0.03619123128638308,1.9505357239167058,2.3694012164675096,189.31051135865863,nan,0
sigreg_dmc_lambd0p09_seed42_104648,dmc,8,heldout,0,1,0,0,1,74.0,80.0,nan,,0.13313244092605356,0.5325297637042142,1.0,0.25,215.28918865121912,0.5563478569762019,-0.03936293892860409,1.9453926958201773,1.3386933908299277,188.8483920975611,nan,0
sigreg_dmc_lambd0p09_seed42_104648,dmc,9,heldout,0,1,0,0,1,66.0,78.0,nan,,0.13887182745149448,0.5925197971263765,1.0,0.234375,226.8747749228601,0.5543693888787409,-0.03972929172796429,1.9523398259962377,1.178470855790526,188.3313313207296,nan,0
sigreg_dmc_lambd0p09_seed42_104648,dmc,10,heldout,0,1,0,0,1,70.0,80.0,nan,,0.1703530895677386,0.6814123582709544,1.0,0.25,240.90961796719625,0.5540696778979242,-0.0402014152226718,1.9522193181345187,0.9786890454480124,188.80008644962467,nan,0
sigreg_dmc_lambd0p09_seed7_104650,dmc,1,heldout,0,1,0,0,1,44.0,58.0,nan,,0.0010813796652155312,0.06245227873983236,0.5540894581453648,0.03125,45.435335567919914,0.45560022494578245,0.012240024347669664,1.7082633164057495,10.901152372857894,179.65065363186415,nan,0
sigreg_dmc_lambd0p09_seed7_104650,dmc,2,heldout,0,0,0,0,1,52.0,nan,nan,,0.002484487429292788,0.06665929825145475,0.5963428945611061,0.0625,48.9001173540107,0.42078518169913365,0.013162778458885511,1.7828923254664908,10.657817720209222,204.01968888543684,nan,0
sigreg_dmc_lambd0p09_seed7_104650,dmc,3,heldout,0,0,0,0,1,64.0,nan,nan,,0.01035885612057179,0.10364973469018814,0.9137461080521683,0.109375,74.9271808602778,0.4739238072105334,-0.004780652740340539,1.8630358269730203,7.150494166804257,198.13946920038313,nan,0
sigreg_dmc_lambd0p09_seed7_104650,dmc,4,heldout,0,0,0,0,1,74.0,nan,nan,,0.03413406212358417,0.1985981796281261,1.0,0.171875,126.46833905236521,0.5429544285588661,-0.018910145399724056,1.9201361894706608,3.8168628055448073,190.61215558367104,nan,0
sigreg_dmc_lambd0p09_seed7_104650,dmc,5,heldout,0,0,0,0,1,80.0,nan,nan,,0.06242012859027338,0.2496805143610935,1.0,0.25,142.49526540067174,0.5616809215670462,-0.025470901750375505,1.9102044526066724,3.001407379354366,181.8328429599618,nan,0
sigreg_dmc_lambd0p09_seed7_104650,dmc,6,heldout,0,0,0,0,1,57.99999999999999,nan,nan,,0.05657599540939091,0.30173864218341817,1.0,0.1875,160.82433565707046,0.5602213686793027,-0.031909687708641485,1.9941005302520114,2.571914468481474,197.8669121382881,nan,0
sigreg_dmc_lambd0p09_seed7_104650,dmc,7,heldout,0,0,0,0,1,68.0,nan,nan,,0.10355195265882466,0.4733803550117699,1.0,0.21875,202.35137236227646,0.5575368420913441,-0.036597750843820144,1.9352559356848125,1.5282167057359302,186.99914217387402,nan,0
sigreg_dmc_lambd0p09_seed7_104650,dmc,8,heldout,0,1,0,0,1,84.0,78.66666666666667,nan,,0.14012145371757828,0.5275160610544124,1.0,0.265625,213.79035196693417,0.5553870444505311,-0.03860650499991637,1.93637498704244,1.3476183401321875,186.76085924732087,nan,0
sigreg_dmc_lambd0p09_seed7_104650,dmc,9,heldout,0,0,0,0,1,72.0,nan,nan,,0.12678364457280705,0.6241656348199732,1.0,0.203125,231.30635714500247,0.5530235694244781,-0.040040752947932134,1.957686187129478,1.1052909484662574,191.73843802129056,nan,0
sigreg_dmc_lambd0p09_seed7_104650,dmc,10,heldout,0,0,0,0,1,76.0,nan,nan,,0.18421360238301937,0.6935100325007788,1.0,0.265625,242.91048746031646,0.5530575103731343,-0.0400820377187978,1.9477882081025206,0.9523566646488181,188.96321988786804,nan,0
visreg_dmc_lambd4p5_102705,dmc,1,heldout,0,0,0,0,1,32.0,nan,nan,,0.0,0.03146174125998193,0.36268578437213633,0.0,29.74023431851518,0.4252243595141548,0.041173758794406164,1.4241108357822954,18.053379516027555,163.20688246817582,nan,0
visreg_dmc_lambd4p5_102705,dmc,2,heldout,0,0,0,0,1,62.0,nan,nan,,0.00924966614458155,0.1080882488721468,0.912801405996574,0.09375,74.84971529171906,0.43456520863520404,0.009740101273822285,1.6619402924062645,6.11522038774032,180.39032856143183,nan,0
visreg_dmc_lambd4p5_102705,dmc,3,heldout,0,0,0,0,1,56.00000000000001,nan,nan,,0.020287389915882165,0.12130509478273006,0.9730483567764809,0.171875,79.78996525567143,0.4816040434825885,-0.00022729313349250703,1.731833598788992,5.67353479470776,183.093416048596,nan,0
visreg_dmc_lambd4p5_102705,dmc,4,heldout,0,1,0,0,1,78.0,66.66666666666667,nan,,0.027879853334987853,0.16221005576720204,1.0,0.171875,109.58338395315089,0.5354861056830674,-0.009476225392289574,1.7553769019039247,4.287237405882245,177.83042350869772,nan,0
visreg_dmc_lambd4p5_102705,dmc,5,heldout,0,0,0,0,1,60.0,nan,nan,,0.04168388592727715,0.22231405827881145,1.0,0.1875,134.75430565490208,0.5455862280154191,-0.016514770315515095,1.798222032476365,3.184543438775022,182.2160083250376,nan,0
visreg_dmc_lambd4p5_102705,dmc,6,heldout,0,1,0,0,1,62.0,72.0,nan,,0.06123959222294254,0.27995242159059447,1.0,0.21875,163.2537892361142,0.5505868939709003,-0.022071004510414063,1.7697346047464297,2.4689708075441255,176.0313652598303,nan,0
visreg_dmc_lambd4p5_102705,dmc,7,heldout,0,0,0,0,1,64.0,nan,nan,,0.09567629590147278,0.40821886251295053,1.0,0.234375,192.36056008191,0.5486841339746343,-0.027924472116242903,1.8269083064539962,1.7033896604997656,183.11524236871503,nan,0
visreg_dmc_lambd4p5_102705,dmc,8,heldout,0,1,0,0,1,70.0,78.0,nan,,0.15856499308333355,0.5637866420740748,1.0,0.28125,224.2152674277547,0.548719129081311,-0.029932021073863925,1.7854185988389009,1.1465519736713587,175.84573447535374,nan,0
visreg_dmc_lambd4p5_102705,dmc,9,heldout,0,1,0,0,1,76.0,76.0,nan,,0.19604998148374914,0.6273599407479973,1.0,0.3125,238.76537689883818,0.5487355944360868,-0.030920182973043414,1.77493711279345,0.9954343224409966,174.2171603564235,nan,0
visreg_dmc_lambd4p5_102705,dmc,10,heldout,0,1,0,0,1,74.0,81.33333333333333,nan,,0.1474480844771858,0.6740483861814208,1.0,0.21875,247.40117460458592,0.5482349513400808,-0.031185024184801666,1.7799366505391885,0.906003743991275,175.50021423580134,nan,0
visreg_dmc_lambd4p5_104380,dmc,1,heldout,0,1,0,0,1,26.0,28.0,nan,,0.000193077519766304,0.03564762543264543,0.3466419183625954,0.015625,28.424637305732823,0.4398184649128404,0.035811023855016014,1.4908385099667263,16.67882697672834,179.85453295894686,nan,0
visreg_dmc_lambd4p5_104380,dmc,2,heldout,0,0,0,0,1,60.0,nan,nan,,0.003201772503281824,0.0894174965250346,0.7638827156258926,0.046875,62.63838268132319,0.4554208353250623,0.018704166547347956,1.7273760223637578,7.690637044752328,211.57653626018168,nan,0
