run,env,task,d,epoch,eval_seed,planner,num_eval,success_rate,group,train_seed,source
sigreg_clsrecon_w0p01_ogb_lambd0p09_116379,ogb,pusht,25,8,42,cem,50,60.0,clsrecon,base,ground_truth
sigreg_clsrecon_w0p01_ogb_lambd0p09_116379,ogb,pusht,25,9,42,cem,50,66.0,clsrecon,base,ground_truth
sigreg_clsrecon_w0p01_ogb_lambd0p09_116379,ogb,pusht,25,10,42,cem,50,60.0,clsrecon,base,ground_truth
sigreg_clsrecon_w0p1_ogb_lambd0p09_116380,ogb,pusht,25,1,42,cem,50,52.0,clsrecon,base,ground_truth
sigreg_clsrecon_w0p1_ogb_lambd0p09_116380,ogb,pusht,25,2,42,cem,50,54.0,clsrecon,base,ground_truth
sigreg_clsrecon_w0p1_ogb_lambd0p09_116380,ogb,pusht,25,3,42,cem,50,64.0,clsrecon,base,ground_truth
sigreg_clsrecon_w0p1_ogb_lambd0p09_116380,ogb,pusht,25,4,42,cem,50,57.99999999999999,clsrecon,base,ground_truth
sigreg_clsrecon_w0p1_ogb_lambd0p09_116380,ogb,pusht,25,5,42,cem,50,60.0,clsrecon,base,ground_truth
sigreg_clsrecon_w0p1_ogb_lambd0p09_116380,ogb,pusht,25,6,42,cem,50,62.0,clsrecon,base,ground_truth
sigreg_clsrecon_w0p1_ogb_lambd0p09_116380,ogb,pusht,25,7,42,cem,50,56.00000000000001,clsrecon,base,ground_truth
sigreg_clsrecon_w0p1_ogb_lambd0p09_116380,ogb,pusht,25,8,42,cem,50,60.0,clsrecon,base,ground_truth
sigreg_clsrecon_w0p1_ogb_lambd0p09_116380,ogb,pusht,25,9,42,cem,50,66.0,clsrecon,base,ground_truth
sigreg_clsrecon_w0p1_ogb_lambd0p09_116380,ogb,pusht,25,10,42,cem,50,60.0,clsrecon,base,ground_truth
sigreg_clsrecon_w0p3_noregmask_ogb_lambd0p09_116742,ogb,pusht,25,1,42,cem,50,60.0,clsrecon,base,ground_truth
sigreg_clsrecon_w0p3_noregmask_ogb_lambd0p09_116742,ogb,pusht,25,2,42,cem,50,57.99999999999999,clsrecon,base,ground_truth
sigreg_clsrecon_w0p3_noregmask_ogb_lambd0p09_116742,ogb,pusht,25,3,42,cem,50,57.99999999999999,clsrecon,base,ground_truth
sigreg_clsrecon_w0p3_noregmask_ogb_lambd0p09_116742,ogb,pusht,25,4,42,cem,50,60.0,clsrecon,base,ground_truth
sigreg_clsrecon_w0p3_noregmask_ogb_lambd0p09_116742,ogb,pusht,25,5,42,cem,50,57.99999999999999,clsrecon,base,ground_truth
sigreg_clsrecon_w0p3_noregmask_ogb_lambd0p09_116742,ogb,pusht,25,6,42,cem,50,60.0,clsrecon,base,ground_truth
sigreg_clsrecon_w0p3_noregmask_ogb_lambd0p09_116742,ogb,pusht,25,7,42,cem,50,56.00000000000001,clsrecon,base,ground_truth
sigreg_clsrecon_w0p3_noregmask_ogb_lambd0p09_116742,ogb,pusht,25,8,42,cem,50,52.0,clsrecon,base,ground_truth
sigreg_clsrecon_w0p3_noregmask_ogb_lambd0p09_116742,ogb,pusht,25,9,42,cem,50,56.00000000000001,clsrecon,base,ground_truth
sigreg_clsrecon_w0p3_noregmask_ogb_lambd0p09_116742,ogb,pusht,25,10,42,cem,50,56.00000000000001,clsrecon,base,ground_truth
sigreg_clsrecon_w0p3_noregmask_ogb_lambd0p09_seed1_117230,ogb,pusht,25,1,42,cem,50,62.0,clsrecon,1,ground_truth
sigreg_clsrecon_w0p3_noregmask_ogb_lambd0p09_seed1_117230,ogb,pusht,25,2,42,cem,50,62.0,clsrecon,1,ground_truth
sigreg_clsrecon_w0p3_noregmask_ogb_lambd0p09_seed1_117230,ogb,pusht,25,3,42,cem,50,60.0,clsrecon,1,ground_truth
sigreg_clsrecon_w0p3_noregmask_ogb_lambd0p09_seed1_117230,ogb,pusht,25,4,42,cem,50,62.0,clsrecon,1,ground_truth
sigreg_clsrecon_w0p3_noregmask_ogb_lambd0p09_seed1_117230,ogb,pusht,25,5,42,cem,50,64.0,clsrecon,1,ground_truth
sigreg_clsrecon_w0p3_noregmask_ogb_lambd0p09_seed1_117230,ogb,pusht,25,6,42,cem,50,64.0,clsrecon,1,ground_truth
sigreg_clsrecon_w0p3_noregmask_ogb_lambd0p09_seed1_117230,ogb,pusht,25,7,42,cem,50,60.0,clsrecon,1,ground_truth
sigreg_clsrecon_w0p3_noregmask_ogb_lambd0p09_seed1_117230,ogb,pusht,25,8,42,cem,50,62.0,clsrecon,1,ground_truth
sigreg_clsrecon_w0p3_noregmask_ogb_lambd0p09_seed1_117230,ogb,pusht,25,9,42,cem,50,60.0,clsrecon,1,ground_truth
sigreg_clsrecon_w0p3_noregmask_ogb_lambd0p09_seed1_117230,ogb,pusht,25,10,42,cem,50,60.0,clsrecon,1,ground_truth
sigreg_clsrecon_w0p3_noregmask_ogb_lambd0p09_seed7_117238,ogb,pusht,25,1,42,cem,50,54.0,clsrecon,7,ground_truth
sigreg_clsrecon_w0p3_noregmask_ogb_lambd0p09_seed7_117238,ogb,pusht,25,2,42,cem,50,62.0,clsrecon,7,ground_truth
sigreg_clsrecon_w0p3_noregmask_ogb_lambd0p09_seed7_117238,ogb,pusht,25,3,42,cem,50,62.0,clsrecon,7,ground_truth
sigreg_clsrecon_w0p3_noregmask_ogb_lambd0p09_seed7_117238,ogb,pusht,25,4,42,cem,50,64.0,clsrecon,7,ground_truth
sigreg_clsrecon_w0p3_noregmask_ogb_lambd0p09_seed7_117238,ogb,pusht,25,5,42,cem,50,60.0,clsrecon,7,ground_truth
sigreg_clsrecon_w0p3_noregmask_ogb_lambd0p09_seed7_117238,ogb,pusht,25,6,42,cem,50,57.99999999999999,clsrecon,7,ground_truth
sigreg_clsrecon_w0p3_noregmask_ogb_lambd0p09_seed7_117238,ogb,pusht,25,7,42,cem,50,64.0,clsrecon,7,ground_truth
sigreg_clsrecon_w0p3_noregmask_ogb_lambd0p09_seed7_117238,ogb,pusht,25,8,42,cem,50,56.00000000000001,clsrecon,7,ground_truth
sigreg_clsrecon_w0p3_noregmask_ogb_lambd0p09_seed7_117238,ogb,pusht,25,9,42,cem,50,57.99999999999999,clsrecon,7,ground_truth
sigreg_clsrecon_w0p3_noregmask_ogb_lambd0p09_seed7_117238,ogb,pusht,25,10,42,cem,50,60.0,clsrecon,7,ground_truth
sigreg_clsrecon_w0p3_ogb_lambd0p09_116381,ogb,pusht,25,1,42,cem,50,66.0,clsrecon,base,ground_truth
sigreg_clsrecon_w0p3_ogb_lambd0p09_116381,ogb,pusht,25,2,42,cem,50,76.0,clsrecon,base,ground_truth
sigreg_clsrecon_w0p3_ogb_lambd0p09_116381,ogb,pusht,25,3,42,cem,50,70.0,clsrecon,base,ground_truth
sigreg_clsrecon_w0p3_ogb_lambd0p09_116381,ogb,pusht,25,4,42,cem,50,70.0,clsrecon,base,ground_truth
sigreg_clsrecon_w0p3_ogb_lambd0p09_116381,ogb,pusht,25,5,42,cem,50,72.0,clsrecon,base,ground_truth
sigreg_clsrecon_w0p3_ogb_lambd0p09_116381,ogb,pusht,25,6,42,cem,50,70.0,clsrecon,base,ground_truth
sigreg_clsrecon_w0p3_ogb_lambd0p09_116381,ogb,pusht,25,7,42,cem,50,78.0,clsrecon,base,ground_truth
sigreg_clsrecon_w0p3_ogb_lambd0p09_116381,ogb,pusht,25,8,42,cem,50,78.0,clsrecon,base,ground_truth
sigreg_clsrecon_w0p3_ogb_lambd0p09_116381,ogb,pusht,25,9,42,cem,50,74.0,clsrecon,base,ground_truth
sigreg_clsrecon_w0p3_ogb_lambd0p09_116381,ogb,pusht,25,10,42,cem,50,72.0,clsrecon,base,ground_truth
sigreg_clsrecon_w0p3_patch_noregmask_ogb_lambd0p09_117127,ogb,pusht,25,1,42,cem,50,70.0,clsrecon,base,ground_truth
sigreg_clsrecon_w0p3_patch_noregmask_ogb_lambd0p09_117127,ogb,pusht,25,2,42,cem,50,74.0,clsrecon,base,ground_truth
sigreg_clsrecon_w0p3_patch_noregmask_ogb_lambd0p09_117127,ogb,pusht,25,3,42,cem,50,76.0,clsrecon,base,ground_truth
sigreg_clsrecon_w0p3_patch_noregmask_ogb_lambd0p09_117127,ogb,pusht,25,4,42,cem,50,74.0,clsrecon,base,ground_truth
sigreg_clsrecon_w0p3_patch_noregmask_ogb_lambd0p09_117127,ogb,pusht,25,5,42,cem,50,70.0,clsrecon,base,ground_truth
sigreg_clsrecon_w0p3_patch_noregmask_ogb_lambd0p09_117127,ogb,pusht,25,6,42,cem,50,80.0,clsrecon,base,ground_truth
sigreg_clsrecon_w0p3_patch_noregmask_ogb_lambd0p09_117127,ogb,pusht,25,7,42,cem,50,76.0,clsrecon,base,ground_truth
sigreg_clsrecon_w0p3_patch_noregmask_ogb_lambd0p09_117127,ogb,pusht,25,8,42,cem,50,76.0,clsrecon,base,ground_truth
sigreg_clsrecon_w0p3_patch_noregmask_ogb_lambd0p09_117127,ogb,pusht,25,9,42,cem,50,78.0,clsrecon,base,ground_truth
sigreg_clsrecon_w0p3_patch_noregmask_ogb_lambd0p09_117127,ogb,pusht,25,10,42,cem,50,76.0,clsrecon,base,ground_truth
sigreg_clsrecon_w0p3_patch_noregmask_ogb_lambd0p09_seed1_117231,ogb,pusht,25,1,42,cem,50,66.0,clsrecon,1,ground_truth
sigreg_clsrecon_w0p3_patch_noregmask_ogb_lambd0p09_seed1_117231,ogb,pusht,25,2,42,cem,50,78.0,clsrecon,1,ground_truth
sigreg_clsrecon_w0p3_patch_noregmask_ogb_lambd0p09_seed1_117231,ogb,pusht,25,3,42,cem,50,74.0,clsrecon,1,ground_truth
sigreg_clsrecon_w0p3_patch_noregmask_ogb_lambd0p09_seed1_117231,ogb,pusht,25,4,42,cem,50,78.0,clsrecon,1,ground_truth
sigreg_clsrecon_w0p3_patch_noregmask_ogb_lambd0p09_seed1_117231,ogb,pusht,25,5,42,cem,50,74.0,clsrecon,1,ground_truth
sigreg_clsrecon_w0p3_patch_noregmask_ogb_lambd0p09_seed1_117231,ogb,pusht,25,6,42,cem,50,72.0,clsrecon,1,ground_truth
sigreg_clsrecon_w0p3_patch_noregmask_ogb_lambd0p09_seed1_117231,ogb,pusht,25,7,42,cem,50,74.0,clsrecon,1,ground_truth
sigreg_clsrecon_w0p3_patch_noregmask_ogb_lambd0p09_seed1_117231,ogb,pusht,25,8,42,cem,50,74.0,clsrecon,1,ground_truth
sigreg_clsrecon_w0p3_patch_noregmask_ogb_lambd0p09_seed1_117231,ogb,pusht,25,9,42,cem,50,74.0,clsrecon,1,ground_truth
sigreg_clsrecon_w0p3_patch_noregmask_ogb_lambd0p09_seed1_117231,ogb,pusht,25,10,42,cem,50,74.0,clsrecon,1,ground_truth
sigreg_clsrecon_w0p3_patch_noregmask_ogb_lambd0p09_seed7_117239,ogb,pusht,25,1,42,cem,50,62.0,clsrecon,7,ground_truth
sigreg_clsrecon_w0p3_patch_noregmask_ogb_lambd0p09_seed7_117239,ogb,pusht,25,2,42,cem,50,68.0,clsrecon,7,ground_truth
sigreg_clsrecon_w0p3_patch_noregmask_ogb_lambd0p09_seed7_117239,ogb,pusht,25,3,42,cem,50,68.0,clsrecon,7,ground_truth
sigreg_clsrecon_w0p3_patch_noregmask_ogb_lambd0p09_seed7_117239,ogb,pusht,25,4,42,cem,50,70.0,clsrecon,7,ground_truth
sigreg_clsrecon_w0p3_patch_noregmask_ogb_lambd0p09_seed7_117239,ogb,pusht,25,5,42,cem,50,70.0,clsrecon,7,ground_truth
sigreg_clsrecon_w0p3_patch_noregmask_ogb_lambd0p09_seed7_117239,ogb,pusht,25,6,42,cem,50,76.0,clsrecon,7,ground_truth
sigreg_clsrecon_w0p3_patch_noregmask_ogb_lambd0p09_seed7_117239,ogb,pusht,25,7,42,cem,50,76.0,clsrecon,7,ground_truth
sigreg_clsrecon_w0p3_patch_noregmask_ogb_lambd0p09_seed7_117239,ogb,pusht,25,8,42,cem,50,74.0,clsrecon,7,ground_truth
sigreg_clsrecon_w0p3_patch_noregmask_ogb_lambd0p09_seed7_117239,ogb,pusht,25,9,42,cem,50,76.0,clsrecon,7,ground_truth
sigreg_clsrecon_w0p3_patch_noregmask_ogb_lambd0p09_seed7_117239,ogb,pusht,25,10,42,cem,50,74.0,clsrecon,7,ground_truth
sigreg_clsrecon_w0p3_patch_ogb_lambd0p09_116987,ogb,pusht,25,1,42,cem,50,60.0,clsrecon,base,ground_truth
sigreg_clsrecon_w0p3_patch_ogb_lambd0p09_116987,ogb,pusht,25,2,42,cem,50,54.0,clsrecon,base,ground_truth
sigreg_clsrecon_w0p3_patch_ogb_lambd0p09_116987,ogb,pusht,25,3,42,cem,50,60.0,clsrecon,base,ground_truth
sigreg_clsrecon_w0p3_patch_ogb_lambd0p09_116987,ogb,pusht,25,4,42,cem,50,62.0,clsrecon,base,ground_truth
sigreg_clsrecon_w0p3_patch_ogb_lambd0p09_116987,ogb,pusht,25,5,42,cem,50,60.0,clsrecon,base,ground_truth
sigreg_clsrecon_w0p3_patch_ogb_lambd0p09_116987,ogb,pusht,25,6,42,cem,50,62.0,clsrecon,base,ground_truth
sigreg_clsrecon_w0p3_patch_ogb_lambd0p09_116987,ogb,pusht,25,7,42,cem,50,62.0,clsrecon,base,ground_truth
sigreg_clsrecon_w0p3_patch_ogb_lambd0p09_116987,ogb,pusht,25,8,42,cem,50,56.00000000000001,clsrecon,base,ground_truth
sigreg_clsrecon_w0p3_patch_ogb_lambd0p09_116987,ogb,pusht,25,9,42,cem,50,60.0,clsrecon,base,ground_truth
sigreg_clsrecon_w0p3_patch_ogb_lambd0p09_116987,ogb,pusht,25,10,42,cem,50,54.0,clsrecon,base,ground_truth
sigreg_clsrecon_w3_ogb_lambd0p09_116382,ogb,pusht,25,1,42,cem,50,70.0,clsrecon,base,ground_truth
sigreg_clsrecon_w3_ogb_lambd0p09_116382,ogb,pusht,25,2,42,cem,50,62.0,clsrecon,base,ground_truth
sigreg_clsrecon_w3_ogb_lambd0p09_116382,ogb,pusht,25,3,42,cem,50,60.0,clsrecon,base,ground_truth
sigreg_clsrecon_w3_ogb_lambd0p09_116382,ogb,pusht,25,4,42,cem,50,64.0,clsrecon,base,ground_truth
sigreg_clsrecon_w3_ogb_lambd0p09_116382,ogb,pusht,25,5,42,cem,50,57.99999999999999,clsrecon,base,ground_truth
sigreg_clsrecon_w3_ogb_lambd0p09_116382,ogb,pusht,25,6,42,cem,50,62.0,clsrecon,base,ground_truth
sigreg_clsrecon_w3_ogb_lambd0p09_116382,ogb,pusht,25,7,42,cem,50,57.99999999999999,clsrecon,base,ground_truth
sigreg_clsrecon_w3_ogb_lambd0p09_116382,ogb,pusht,25,8,42,cem,50,57.99999999999999,clsrecon,base,ground_truth
sigreg_clsrecon_w3_ogb_lambd0p09_116382,ogb,pusht,25,9,42,cem,50,56.00000000000001,clsrecon,base,ground_truth
sigreg_clsrecon_w3_ogb_lambd0p09_116382,ogb,pusht,25,10,42,cem,50,57.99999999999999,clsrecon,base,ground_truth
visreg_ogb_lambd4p5_102702,ogb,pusht,25,1,42,cem,50,64.0,vis-bs128,base,ground_truth
visreg_ogb_lambd4p5_102702,ogb,pusht,25,2,42,cem,50,74.0,vis-bs128,base,ground_truth
visreg_ogb_lambd4p5_102702,ogb,pusht,25,3,42,cem,50,70.0,vis-bs128,base,ground_truth
visreg_ogb_lambd4p5_102702,ogb,pusht,25,4,42,cem,50,72.0,vis-bs128,base,ground_truth
visreg_ogb_lambd4p5_102702,ogb,pusht,25,5,42,cem,50,72.0,vis-bs128,base,ground_truth
visreg_ogb_lambd4p5_102702,ogb,pusht,25,6,42,cem,50,72.0,vis-bs128,base,ground_truth
visreg_ogb_lambd4p5_102702,ogb,pusht,25,7,42,cem,50,72.0,vis-bs128,base,ground_truth
visreg_ogb_lambd4p5_102702,ogb,pusht,25,8,42,cem,50,70.0,vis-bs128,base,ground_truth
visreg_ogb_lambd4p5_102702,ogb,pusht,25,9,42,cem,50,70.0,vis-bs128,base,ground_truth
visreg_ogb_lambd4p5_102702,ogb,pusht,25,10,42,cem,50,68.0,vis-bs128,base,ground_truth
visreg_ogb_lambd4p5_lr1e-4_103030,ogb,pusht,25,1,42,cem,50,80.0,vis-bs128,base,ground_truth
visreg_ogb_lambd4p5_lr1e-4_103030,ogb,pusht,25,2,42,cem,50,76.0,vis-bs128,base,ground_truth
visreg_ogb_lambd4p5_lr1e-4_103030,ogb,pusht,25,3,42,cem,50,76.0,vis-bs128,base,ground_truth
visreg_ogb_lambd4p5_lr1e-4_103030,ogb,pusht,25,4,42,cem,50,74.0,vis-bs128,base,ground_truth
visreg_ogb_lambd4p5_lr1e-4_103030,ogb,pusht,25,5,42,cem,50,74.0,vis-bs128,base,ground_truth
visreg_ogb_lambd4p5_lr1e-4_103030,ogb,pusht,25,6,42,cem,50,74.0,vis-bs128,base,ground_truth
visreg_ogb_lambd4p5_lr1e-4_103030,ogb,pusht,25,7,42,cem,50,74.0,vis-bs128,base,ground_truth
visreg_ogb_lambd4p5_lr1e-4_103030,ogb,pusht,25,8,42,cem,50,72.0,vis-bs128,base,ground_truth
visreg_ogb_lambd4p5_lr1e-4_103030,ogb,pusht,25,9,42,cem,50,70.0,vis-bs128,base,ground_truth
visreg_ogb_lambd4p5_lr1e-4_103030,ogb,pusht,25,10,42,cem,50,70.0,vis-bs128,base,ground_truth
visreg_ogb_lambd4p5_lr1e-4_seed403_151589,ogb,pusht,25,1,42,cem,50,70.0,vis-bs128,403,ground_truth
visreg_ogb_lambd4p5_lr1e-4_seed403_151589,ogb,pusht,25,2,42,cem,50,72.0,vis-bs128,403,ground_truth
visreg_ogb_lambd4p5_lr1e-4_seed403_151589,ogb,pusht,25,3,42,cem,50,74.0,vis-bs128,403,ground_truth
visreg_ogb_lambd4p5_lr1e-4_seed403_151589,ogb,pusht,25,4,42,cem,50,76.0,vis-bs128,403,ground_truth
visreg_ogb_lambd4p5_lr1e-4_seed403_151589,ogb,pusht,25,5,42,cem,50,76.0,vis-bs128,403,ground_truth
visreg_ogb_lambd4p5_lr1e-4_seed403_151589,ogb,pusht,25,6,0,cem,50,76.0,vis-bs128,403,ground_truth
visreg_ogb_lambd4p5_lr1e-4_seed403_151589,ogb,pusht,25,6,1025,cem,50,68.0,vis-bs128,403,ground_truth
visreg_ogb_lambd4p5_lr1e-4_seed403_151589,ogb,pusht,25,6,123,cem,50,74.0,vis-bs128,403,ground_truth
visreg_ogb_lambd4p5_lr1e-4_seed403_151589,ogb,pusht,25,6,2024,cem,50,54.0,vis-bs128,403,ground_truth
visreg_ogb_lambd4p5_lr1e-4_seed403_151589,ogb,pusht,25,6,3014,cem,50,70.0,vis-bs128,403,ground_truth
visreg_ogb_lambd4p5_lr1e-4_seed403_151589,ogb,pusht,25,6,42,cem,50,78.0,vis-bs128,403,ground_truth
visreg_ogb_lambd4p5_lr1e-4_seed403_151589,ogb,pusht,25,6,5976,cem,50,72.0,vis-bs128,403,ground_truth
visreg_ogb_lambd4p5_lr1e-4_seed403_151589,ogb,pusht,25,7,42,cem,50,74.0,vis-bs128,403,ground_truth
visreg_ogb_lambd4p5_lr1e-4_seed403_151589,ogb,pusht,25,8,42,cem,50,74.0,vis-bs128,403,ground_truth
visreg_ogb_lambd4p5_lr1e-4_seed403_151589,ogb,pusht,25,9,42,cem,50,74.0,vis-bs128,403,ground_truth
visreg_ogb_lambd4p5_lr1e-4_seed403_151589,ogb,pusht,25,10,42,cem,50,74.0,vis-bs128,403,ground_truth
visreg_ogb_lambd4p5_lr1e-4_seed46_151591,ogb,pusht,25,1,42,cem,50,74.0,vis-bs128,46,ground_truth
visreg_ogb_lambd4p5_lr1e-4_seed46_151591,ogb,pusht,25,2,42,cem,50,74.0,vis-bs128,46,ground_truth
visreg_ogb_lambd4p5_lr1e-4_seed46_151591,ogb,pusht,25,3,42,cem,50,74.0,vis-bs128,46,ground_truth
visreg_ogb_lambd4p5_lr1e-4_seed46_151591,ogb,pusht,25,4,42,cem,50,74.0,vis-bs128,46,ground_truth
visreg_ogb_lambd4p5_lr1e-4_seed46_151591,ogb,pusht,25,5,42,cem,50,72.0,vis-bs128,46,ground_truth
visreg_ogb_lambd4p5_lr1e-4_seed46_151591,ogb,pusht,25,6,42,cem,50,74.0,vis-bs128,46,ground_truth
visreg_ogb_lambd4p5_lr1e-4_seed46_151591,ogb,pusht,25,7,42,cem,50,76.0,vis-bs128,46,ground_truth
visreg_ogb_lambd4p5_lr1e-4_seed46_151591,ogb,pusht,25,8,0,cem,50,72.0,vis-bs128,46,ground_truth
visreg_ogb_lambd4p5_lr1e-4_seed46_151591,ogb,pusht,25,8,1025,cem,50,72.0,vis-bs128,46,ground_truth
visreg_ogb_lambd4p5_lr1e-4_seed46_151591,ogb,pusht,25,8,123,cem,50,74.0,vis-bs128,46,ground_truth
visreg_ogb_lambd4p5_lr1e-4_seed46_151591,ogb,pusht,25,8,2024,cem,50,60.0,vis-bs128,46,ground_truth
visreg_ogb_lambd4p5_lr1e-4_seed46_151591,ogb,pusht,25,8,3014,cem,50,72.0,vis-bs128,46,ground_truth
visreg_ogb_lambd4p5_lr1e-4_seed46_151591,ogb,pusht,25,8,42,cem,50,76.0,vis-bs128,46,ground_truth
visreg_ogb_lambd4p5_lr1e-4_seed46_151591,ogb,pusht,25,8,5976,cem,50,70.0,vis-bs128,46,ground_truth
visreg_ogb_lambd4p5_lr1e-4_seed46_151591,ogb,pusht,25,9,42,cem,50,72.0,vis-bs128,46,ground_truth
visreg_ogb_lambd4p5_lr1e-4_seed46_151591,ogb,pusht,25,10,42,cem,50,74.0,vis-bs128,46,ground_truth
visreg_ogb_lambd4p5_lr1e-4_seed729_150690,ogb,pusht,25,1,42,cem,50,74.0,vis-bs128,729,ground_truth
visreg_ogb_lambd4p5_lr1e-4_seed729_150690,ogb,pusht,25,2,42,cem,50,76.0,vis-bs128,729,ground_truth
visreg_ogb_lambd4p5_lr1e-4_seed729_150690,ogb,pusht,25,3,42,cem,50,76.0,vis-bs128,729,ground_truth
visreg_ogb_lambd4p5_lr1e-4_seed729_150690,ogb,pusht,25,4,0,cem,50,76.0,vis-bs128,729,ground_truth
visreg_ogb_lambd4p5_lr1e-4_seed729_150690,ogb,pusht,25,4,1025,cem,50,72.0,vis-bs128,729,ground_truth
visreg_ogb_lambd4p5_lr1e-4_seed729_150690,ogb,pusht,25,4,123,cem,50,70.0,vis-bs128,729,ground_truth
visreg_ogb_lambd4p5_lr1e-4_seed729_150690,ogb,pusht,25,4,2024,cem,50,64.0,vis-bs128,729,ground_truth
visreg_ogb_lambd4p5_lr1e-4_seed729_150690,ogb,pusht,25,4,3014,cem,50,70.0,vis-bs128,729,ground_truth
visreg_ogb_lambd4p5_lr1e-4_seed729_150690,ogb,pusht,25,4,42,cem,50,78.0,vis-bs128,729,ground_truth
visreg_ogb_lambd4p5_lr1e-4_seed729_150690,ogb,pusht,25,4,5976,cem,50,68.0,vis-bs128,729,ground_truth
visreg_ogb_lambd4p5_lr1e-4_seed729_150690,ogb,pusht,25,5,42,cem,50,74.0,vis-bs128,729,ground_truth
visreg_ogb_lambd4p5_lr1e-4_seed729_150690,ogb,pusht,25,6,42,cem,50,74.0,vis-bs128,729,ground_truth
visreg_ogb_lambd4p5_lr1e-4_seed729_150690,ogb,pusht,25,7,42,cem,50,74.0,vis-bs128,729,ground_truth
visreg_ogb_lambd4p5_lr1e-4_seed729_150690,ogb,pusht,25,8,42,cem,50,74.0,vis-bs128,729,ground_truth
visreg_ogb_lambd4p5_lr1e-4_seed729_150690,ogb,pusht,25,9,42,cem,50,74.0,vis-bs128,729,ground_truth
visreg_ogb_lambd4p5_lr1e-4_seed729_150690,ogb,pusht,25,10,42,cem,50,72.0,vis-bs128,729,ground_truth
dinocls_pusht_s0,pusht,pusht,25,0,1025,cem,50,52.0,,,pool:heldout-method
dinocls_pusht_s0,pusht,pusht,25,0,2027,cem,50,46.0,,,pool:heldout-method
dinocls_pusht_s0,pusht,pusht,25,0,3014,cem,50,50.0,,,pool:heldout-method
dinocls_pusht_s0,pusht,pusht,25,0,42,cem,50,42.0,,,pool:heldout-method
dinocls_pusht_s0,pusht,pusht,25,0,5501,cem,50,36.0,,,pool:heldout-method
dinocls_pusht_s0,pusht,pusht,25,0,60601,cem,50,50.0,,,pool:heldout-method
dinocls_pusht_s0,pusht,pusht,25,0,65537,cem,50,42.0,,,pool:heldout-method
dinocls_pusht_s0,pusht,pusht,25,0,8191,cem,50,46.0,,,pool:heldout-method
dinocls_pusht_s0,pusht,pusht,25,0,90210,cem,50,56.00000000000001,,,pool:heldout-method
ext_intact_full_pusht_s0,pusht,pusht,25,0,1025,cem,50,74.0,,,pool:heldout-method
ext_intact_full_pusht_s0,pusht,pusht,25,0,2027,cem,50,72.0,,,pool:heldout-method
ext_intact_full_pusht_s0,pusht,pusht,25,0,3014,cem,50,80.0,,,pool:heldout-method
ext_intact_full_pusht_s0,pusht,pusht,25,0,42,cem,50,82.0,,,pool:heldout-method
ext_intact_full_pusht_s0,pusht,pusht,25,0,5501,cem,50,84.0,,,pool:heldout-method
ext_intact_full_pusht_s0,pusht,pusht,25,0,60601,cem,50,88.0,,,pool:heldout-method
ext_intact_full_pusht_s0,pusht,pusht,25,0,65537,cem,50,82.0,,,pool:heldout-method
ext_intact_full_pusht_s0,pusht,pusht,25,0,8191,cem,50,74.0,,,pool:heldout-method
ext_intact_full_pusht_s0,pusht,pusht,25,0,90210,cem,50,84.0,,,pool:heldout-method
ext_intact_full_pusht_s3072,pusht,pusht,25,0,1025,cem,50,78.0,,,pool:heldout-method
ext_intact_full_pusht_s3072,pusht,pusht,25,0,2027,cem,50,80.0,,,pool:heldout-method
ext_intact_full_pusht_s3072,pusht,pusht,25,0,3014,cem,50,88.0,,,pool:heldout-method
ext_intact_full_pusht_s3072,pusht,pusht,25,0,42,cem,50,92.0,,,pool:heldout-method
ext_intact_full_pusht_s3072,pusht,pusht,25,0,5501,cem,50,72.0,,,pool:heldout-method
ext_intact_full_pusht_s3072,pusht,pusht,25,0,60601,cem,50,84.0,,,pool:heldout-method
ext_intact_full_pusht_s3072,pusht,pusht,25,0,65537,cem,50,80.0,,,pool:heldout-method
ext_intact_full_pusht_s3072,pusht,pusht,25,0,8191,cem,50,76.0,,,pool:heldout-method
ext_intact_full_pusht_s3072,pusht,pusht,25,0,90210,cem,50,82.0,,,pool:heldout-method
ext_intact_full_pusht_s42,pusht,pusht,25,0,1025,cem,50,86.0,,,pool:heldout-method
ext_intact_full_pusht_s42,pusht,pusht,25,0,2027,cem,50,72.0,,,pool:heldout-method
ext_intact_full_pusht_s42,pusht,pusht,25,0,3014,cem,50,84.0,,,pool:heldout-method
ext_intact_full_pusht_s42,pusht,pusht,25,0,42,cem,50,80.0,,,pool:heldout-method
ext_intact_full_pusht_s42,pusht,pusht,25,0,5501,cem,50,86.0,,,pool:heldout-method
ext_intact_full_pusht_s42,pusht,pusht,25,0,60601,cem,50,82.0,,,pool:heldout-method
ext_intact_full_pusht_s42,pusht,pusht,25,0,65537,cem,50,76.0,,,pool:heldout-method
ext_intact_full_pusht_s42,pusht,pusht,25,0,8191,cem,50,70.0,,,pool:heldout-method
ext_intact_full_pusht_s42,pusht,pusht,25,0,90210,cem,50,74.0,,,pool:heldout-method
ext_qantara_pusht_s11,pusht,pusht,25,0,1025,cem,50,84.0,,,pool:heldout-method
ext_qantara_pusht_s11,pusht,pusht,25,0,2027,cem,50,94.0,,,pool:heldout-method
ext_qantara_pusht_s11,pusht,pusht,25,0,3014,cem,50,90.0,,,pool:heldout-method
ext_qantara_pusht_s11,pusht,pusht,25,0,42,cem,50,98.0,,,pool:heldout-method
